Mode,Bessel_omega_rad_s,Bessel_hat_omega,Det_hat_omega,SVD_hat_omega,SVD_Rel_Err,Det_Rel_Err
698,-0.0019288772366878606,-5.84508253541776,-1.128009,-1.646371,7.18e-01,8.07e-01
699,-0.0019274627085286902,-5.840796086450577,-1.128009,-1.646371,7.18e-01,8.07e-01
700,-0.0019232193109900465,-5.827937306030444,-1.128009,-1.646371,7.18e-01,8.06e-01
701,-0.001921804907544255,-5.8236512349825915,-1.128009,-1.646371,7.17e-01,8.06e-01
702,-0.0019203905354436884,-5.819365258920268,-1.128009,-1.646371,7.17e-01,8.06e-01
703,-0.0019189761947626522,-5.815079378068643,-1.128009,-1.646371,7.17e-01,8.06e-01
704,-0.0019175618857130573,-5.810793593069871,-1.128009,-1.646371,7.17e-01,8.06e-01
705,-0.0019133191475760804,-5.797936810836608,-1.128009,-1.646371,7.16e-01,8.05e-01
706,-0.0019119049650203849,-5.793651409152681,-1.128009,-1.646371,7.16e-01,8.05e-01
707,-0.0019104908142995897,-5.789366103938151,-1.128009,-1.646371,7.16e-01,8.05e-01
708,-0.00190907669546628,-5.785080895352364,-1.128009,-1.646371,7.15e-01,8.05e-01
709,-0.0019076626086492862,-5.780795783785716,-1.128009,-1.646371,7.15e-01,8.05e-01
710,-0.0019034205407179765,-5.767941032478717,-1.128009,-1.646371,7.15e-01,8.04e-01
711,-0.001902006582413814,-5.76365631034489,-1.128009,-1.646371,7.14e-01,8.04e-01
712,-0.0019005926566291675,-5.759371686755053,-1.128009,-1.646371,7.14e-01,8.04e-01
713,-0.001899178763396965,-5.755087161808985,-1.128009,-1.646371,7.14e-01,8.04e-01
714,-0.0018977649021698695,-5.750802733848089,-1.128009,-1.646371,7.14e-01,8.04e-01
715,-0.0018935235148064972,-5.737950044868173,-1.128009,-1.646371,7.13e-01,8.03e-01
716,-0.0018921097844524029,-5.73366601349213,-1.128009,-1.646371,7.13e-01,8.03e-01
717,-0.0018906960869671259,-5.729382081718564,-1.128009,-1.646371,7.13e-01,8.03e-01
718,-0.0018892824223884195,-5.725098249661878,-1.128009,-1.646371,7.12e-01,8.03e-01
719,-0.0018878687908021833,-5.720814517582373,-1.128009,-1.646371,7.12e-01,8.03e-01
720,-0.001883628094740616,-5.707963923456412,-1.128009,-1.646371,7.12e-01,8.02e-01
721,-0.0018822145958665407,-5.703680593534972,-1.128009,-1.646371,7.11e-01,8.02e-01
722,-0.0018808011303609086,-5.699397364730026,-1.128009,-1.646371,7.11e-01,8.02e-01
723,-0.001879387698292886,-5.695114237251169,-1.128009,-1.646371,7.11e-01,8.02e-01
724,-0.0018751476034894279,-5.682265465119478,-1.128009,-1.646371,7.10e-01,8.01e-01
725,-0.0018737343059182087,-5.677982745206693,-1.128009,-1.646371,7.10e-01,8.01e-01
726,-0.0018723210422118587,-5.6737001279147234,-1.128009,-1.646371,7.10e-01,8.01e-01
727,-0.001870907812404929,-5.669417613348269,-1.128009,-1.646371,7.10e-01,8.01e-01
728,-0.001869494616521045,-5.665135201578924,-1.128009,-1.646371,7.09e-01,8.01e-01
729,-0.0018652552335552118,-5.652288586530945,-1.128009,-1.646371,7.09e-01,8.00e-01
730,-0.0018638421743689413,-5.648006588996791,-1.128009,-1.646371,7.09e-01,8.00e-01
731,-0.001862429149529934,-5.643724695545255,-1.128009,-1.646371,7.08e-01,8.00e-01
732,-0.001861016159136697,-5.639442906474839,-1.128009,-1.646371,7.08e-01,8.00e-01
733,-0.0018596032032620247,-5.635161222006135,-1.128009,-1.646371,7.08e-01,8.00e-01
734,-0.0018553645437078723,-5.622316799114764,-1.128009,-1.646371,7.07e-01,7.99e-01
735,-0.0018539517265355372,-5.6180355349561735,-1.128009,-1.646371,7.07e-01,7.99e-01
736,-0.0018525389444055762,-5.613754376986595,-1.128009,-1.646371,7.07e-01,7.99e-01
737,-0.001851126197294016,-5.609473325133382,-1.128009,-1.646371,7.07e-01,7.99e-01
738,-0.0018497134852602645,-5.605192379576559,-1.128009,-1.646371,7.06e-01,7.99e-01
739,-0.001845475560389004,-5.592350182996982,-1.128009,-1.646371,7.06e-01,7.98e-01
740,-0.0018440629894500428,-5.58806966500013,-1.128009,-1.646371,7.05e-01,7.98e-01
741,-0.0018426504540022565,-5.5837892545522925,-1.128009,-1.646371,7.05e-01,7.98e-01
742,-0.0018412379540821346,-5.579508951764044,-1.128009,-1.646371,7.05e-01,7.98e-01
743,-0.001839825489829956,-5.575228757060472,-1.128009,-1.646371,7.05e-01,7.98e-01
744,-0.0018355883116991073,-5.562388823330628,-1.128009,-1.646371,7.04e-01,7.97e-01
745,-0.0018341759908314821,-5.558109063125704,-1.128009,-1.646371,7.04e-01,7.97e-01
746,-0.0018327637060063027,-5.553829412140312,-1.128009,-1.646371,7.04e-01,7.97e-01
747,-0.0018313514573164733,-5.54954987065598,-1.128009,-1.646371,7.03e-01,7.97e-01
748,-0.00182993924486932,-5.54527043899794,-1.128009,-1.646371,7.03e-01,7.97e-01
749,-0.0018257028256116333,-5.5324328048837375,-1.128009,-1.646371,7.02e-01,7.96e-01
750,-0.0018242907588929863,-5.528153814827231,-1.128009,-1.646371,7.02e-01,7.96e-01
751,-0.001822878728741505,-5.523874935580318,-1.128009,-1.646371,7.02e-01,7.96e-01
752,-0.001821466735412564,-5.519596167916861,-1.128009,-1.646371,7.02e-01,7.96e-01
753,-0.0018200547788741648,-5.515317511739894,-1.128009,-1.646371,7.01e-01,7.95e-01
754,-0.0018158191309064157,-5.502482214867927,-1.128009,-1.646371,7.01e-01,7.95e-01
755,-0.0018144073224813295,-5.49820400751918,-1.128009,-1.646371,7.01e-01,7.95e-01
756,-0.0018129955512760372,-5.493925912957688,-1.128009,-1.646371,7.00e-01,7.95e-01
757,-0.0018115838173983123,-5.489647931510038,-1.128009,-1.646371,7.00e-01,7.95e-01
758,-0.0018101721209531575,-5.4853700634944165,-1.128009,-1.646371,7.00e-01,7.94e-01
759,-0.0018059372569624386,-5.47253714231042,-1.128009,-1.646371,6.99e-01,7.94e-01
760,-0.0018045257110712468,-5.4682597305189296,-1.128009,-1.646371,6.99e-01,7.94e-01
761,-0.0018031142030788655,-5.46398243357232,-1.128009,-1.646371,6.99e-01,7.94e-01
762,-0.0018017027329273203,-5.45970525129491,-1.128009,-1.646371,6.98e-01,7.93e-01
763,-0.001800291300863682,-5.4554281844354,-1.128009,-1.646371,6.98e-01,7.93e-01
764,-0.0017960572337977865,-5.442597678175111,-1.128009,-1.646371,6.98e-01,7.93e-01
765,-0.0017946459547847065,-5.438321075105171,-1.128009,-1.646371,6.97e-01,7.93e-01
766,-0.001793234714254647,-5.434044588650446,-1.128009,-1.646371,6.97e-01,7.92e-01
767,-0.001791823512301759,-5.42976821909624,-1.128009,-1.646371,6.97e-01,7.92e-01
768,-0.0017904123490181702,-5.425491966721728,-1.128009,-1.646371,6.97e-01,7.92e-01
769,-0.0017861790920933058,-5.41266391543426,-1.128009,-1.646371,6.96e-01,7.92e-01
770,-0.001784768084362329,-5.408388134431299,-1.128009,-1.646371,6.96e-01,7.91e-01
771,-0.001783357115838009,-5.404112472236391,-1.128009,-1.646371,6.95e-01,7.91e-01
772,-0.001781946186495874,-5.399836928775376,-1.128009,-1.646371,6.95e-01,7.91e-01
773,-0.001777713634731177,-5.3870110143369,-1.128009,-1.646371,6.94e-01,7.91e-01
774,-0.0017763028632093601,-5.382735949119273,-1.128009,-1.646371,6.94e-01,7.90e-01
775,-0.001774892131377615,-5.378461004174591,-1.128009,-1.646371,6.94e-01,7.90e-01
776,-0.001773481439381622,-5.374186179944309,-1.128009,-1.646371,6.94e-01,7.90e-01
777,-0.0017720707871643347,-5.3699114762555595,-1.128009,-1.646371,6.93e-01,7.90e-01
778,-0.0017678390707144681,-5.357088093074146,-1.128009,-1.646371,6.93e-01,7.89e-01
779,-0.001766428579053598,-5.352813875919994,-1.128009,-1.646371,6.92e-01,7.89e-01
780,-0.0017650181278673425,-5.348539781416189,-1.128009,-1.646371,6.92e-01,7.89e-01
781,-0.0017636077169875734,-5.344265809053253,-1.128009,-1.646371,6.92e-01,7.89e-01
782,-0.0017621973466668086,-5.339991959596389,-1.128009,-1.646371,6.92e-01,7.89e-01
783,-0.0017579664799758175,-5.327171151441871,-1.128009,-1.646371,6.91e-01,7.88e-01
784,-0.0017565562728384843,-5.322897796480255,-1.128009,-1.646371,6.91e-01,7.88e-01
785,-0.0017551461067387014,-5.3186245658748525,-1.128009,-1.646371,6.90e-01,7.88e-01
786,-0.0017537359817797517,-5.314351459938641,-1.128009,-1.646371,6.90e-01,7.88e-01
787,-0.0017523258980834844,-5.310078479040862,-1.128009,-1.646371,6.90e-01,7.88e-01
788,-0.0017480958953503514,-5.297260288940459,-1.128009,-1.646371,6.89e-01,7.87e-01
789,-0.0017466859776222904,-5.292987810976638,-1.128009,-1.646371,6.89e-01,7.87e-01
790,-0.0017452761014712973,-5.288715459003932,-1.128009,-1.646371,6.89e-01,7.87e-01
791,-0.0017438662674316185,-5.284443234641268,-1.128009,-1.646371,6.88e-01,7.87e-01
792,-0.0017424564752224158,-5.280171137037623,-1.128009,-1.646371,6.88e-01,7.86e-01
793,-0.001738227351210714,-5.267355609729436,-1.128009,-1.646371,6.87e-01,7.86e-01
794,-0.0017368177277990691,-5.263084023633543,-1.128009,-1.646371,6.87e-01,7.86e-01
795,-0.0017354081468751042,-5.258812566288195,-1.128009,-1.646371,6.87e-01,7.86e-01
796,-0.0017339986084153687,-5.2545412376223295,-1.128009,-1.646371,6.87e-01,7.85e-01
797,-0.00173258911265156,-5.250270038338061,-1.128009,-1.646371,6.86e-01,7.85e-01
798,-0.0017283608824491732,-5.237457219542949,-1.128009,-1.646371,6.86e-01,7.85e-01
799,-0.001726951558403639,-5.233186540617088,-1.128009,-1.646371,6.85e-01,7.84e-01
800,-0.0017255422775428715,-5.228915992554156,-1.128009,-1.646371,6.85e-01,7.84e-01
801,-0.0017241330397958635,-5.224645575138981,-1.128009,-1.646371,6.85e-01,7.84e-01
802,-0.0017227238458072675,-5.2203752903250535,-1.128009,-1.646371,6.85e-01,7.84e-01
803,-0.001718496524765958,-5.207565226563509,-1.128009,-1.646371,6.84e-01,7.83e-01
804,-0.0017170875052633203,-5.20329547049491,-1.128009,-1.646371,6.84e-01,7.83e-01
805,-0.001715678529712778,-5.199025847614479,-1.128009,-1.646371,6.83e-01,7.83e-01
806,-0.0017142695981742007,-5.194756358103638,-1.128009,-1.646371,6.83e-01,7.83e-01
807,-0.001710043068794992,-5.181948693318157,-1.128009,-1.646371,6.82e-01,7.82e-01
808,-0.0017086343149140199,-5.177679742163696,-1.128009,-1.646371,6.82e-01,7.82e-01
809,-0.0017072256050225283,-5.173410924310692,-1.128009,-1.646371,6.82e-01,7.82e-01
810,-0.0017058169400507512,-5.169142242578034,-1.128009,-1.646371,6.82e-01,7.82e-01
811,-0.0017044083198998812,-5.164873696666307,-1.128009,-1.646371,6.81e-01,7.82e-01
812,-0.0017001827293898417,-5.152068876938914,-1.128009,-1.646371,6.80e-01,7.81e-01
813,-0.001698774289599411,-5.147800877573973,-1.128009,-1.646371,6.80e-01,7.81e-01
814,-0.001697365895083274,-5.14353301540386,-1.128009,-1.646371,6.80e-01,7.81e-01
815,-0.0016959575462119315,-5.1392652915513075,-1.128009,-1.646371,6.80e-01,7.81e-01
816,-0.0016945492428830512,-5.1349977057062155,-1.128009,-1.646371,6.79e-01,7.80e-01
817,-0.0016903246075144701,-5.122195780346879,-1.128009,-1.646371,6.79e-01,7.80e-01
818,-0.0016889164877116943,-5.117928750641498,-1.128009,-1.646371,6.78e-01,7.80e-01
819,-0.0016875084140702801,-5.113661860819031,-1.128009,-1.646371,6.78e-01,7.79e-01
820,-0.001686100386676982,-5.109395111142369,-1.128009,-1.646371,6.78e-01,7.79e-01
821,-0.0016846924057037167,-5.105128502132475,-1.128009,-1.646371,6.78e-01,7.79e-01
822,-0.0016804687423458303,-5.0923295222600915,-1.128009,-1.646371,6.77e-01,7.78e-01
823,-0.001679060948142477,-5.0880634792196275,-1.128009,-1.646371,6.76e-01,7.78e-01
824,-0.0016776532009208196,-5.083797578547938,-1.128009,-1.646371,6.76e-01,7.78e-01
825,-0.0016762455010448825,-5.079531821348128,-1.128009,-1.646371,6.76e-01,7.78e-01
826,-0.0016748378479065583,-5.075266205777449,-1.128009,-1.646371,6.76e-01,7.78e-01
827,-0.001670615173743566,-5.062470223465351,-1.128009,-1.646371,6.75e-01,7.77e-01
828,-0.0016692077109303428,-5.058205184637402,-1.128009,-1.646371,6.75e-01,7.77e-01
829,-0.0016678002961000346,-5.053940291212226,-1.128009,-1.646371,6.74e-01,7.77e-01
830,-0.0016663929288904132,-5.049675542092161,-1.128009,-1.646371,6.74e-01,7.77e-01
831,-0.0016621711166826605,-5.0368821717656385,-1.128009,-1.646371,6.73e-01,7.76e-01
832,-0.0016607639425502488,-5.0326180077280265,-1.128009,-1.646371,6.73e-01,7.76e-01
833,-0.0016593568170569502,-5.0283539910816675,-1.128009,-1.646371,6.73e-01,7.76e-01
834,-0.001657949740205707,-5.024090121835476,-1.128009,-1.646371,6.72e-01,7.75e-01
835,-0.0016565427121934403,-5.019826400586183,-1.128009,-1.646371,6.72e-01,7.75e-01
836,-0.0016523219221218043,-5.007036127641831,-1.128009,-1.646371,6.71e-01,7.75e-01
837,-0.0016509150905715505,-5.002773001731971,-1.128009,-1.646371,6.71e-01,7.75e-01
838,-0.0016495083084162357,-4.9985100255037445,-1.128009,-1.646371,6.71e-01,7.74e-01
839,-0.0016481015758139956,-4.994247199436351,-1.128009,-1.646371,6.70e-01,7.74e-01
840,-0.0016466948929014969,-4.98998452394393,-1.128009,-1.646371,6.70e-01,7.74e-01
841,-0.0016424751434965647,-4.977197404535045,-1.128009,-1.646371,6.69e-01,7.73e-01
842,-0.001641068660583736,-4.97293533510223,-1.128009,-1.646371,6.69e-01,7.73e-01
843,-0.001639662227984818,-4.968673418135812,-1.128009,-1.646371,6.69e-01,7.73e-01
844,-0.0016382558458045396,-4.96441165395315,-1.128009,-1.646371,6.68e-01,7.73e-01
845,-0.0016368495142681262,-4.960150043236746,-1.128009,-1.646371,6.68e-01,7.73e-01
846,-0.0016326308243507248,-4.947366134396136,-1.128009,-1.646371,6.67e-01,7.72e-01
847,-0.0016312246964113096,-4.943105140640332,-1.128009,-1.646371,6.67e-01,7.72e-01
848,-0.0016298186198568608,-4.938844302596548,-1.128009,-1.646371,6.67e-01,7.72e-01
849,-0.0016284125943762013,-4.934583619321822,-1.128009,-1.646371,6.66e-01,7.71e-01
850,-0.0016241948279519089,-4.921802508945179,-1.128009,-1.646371,6.65e-01,7.71e-01
851,-0.0016227890093974014,-4.917542452719398,-1.128009,-1.646371,6.65e-01,7.71e-01
852,-0.0016213832429146837,-4.91328255428692,-1.128009,-1.646371,6.65e-01,7.70e-01
853,-0.0016199775285952297,-4.909022813924938,-1.128009,-1.646371,6.65e-01,7.70e-01
854,-0.0016185718666162977,-4.904763232170599,-1.128009,-1.646371,6.64e-01,7.70e-01
855,-0.0016143551958011796,-4.891985441821756,-1.128009,-1.646371,6.63e-01,7.69e-01
856,-0.0016129497444350093,-4.887726498287907,-1.128009,-1.646371,6.63e-01,7.69e-01
857,-0.0016115443460462144,-4.883467715291559,-1.128009,-1.646371,6.63e-01,7.69e-01
858,-0.0016101390007676765,-4.879209093235383,-1.128009,-1.646371,6.63e-01,7.69e-01
859,-0.0016087337087658158,-4.874950632623684,-1.128009,-1.646371,6.62e-01,7.69e-01
860,-0.001604518153844381,-4.8621762237708515,-1.128009,-1.646371,6.61e-01,7.68e-01
861,-0.001603113076351036,-4.857918413184957,-1.128009,-1.646371,6.61e-01,7.68e-01
862,-0.0016017080528314576,-4.853660766155932,-1.128009,-1.646371,6.61e-01,7.68e-01
863,-0.00160030308343016,-4.849403283121697,-1.128009,-1.646371,6.61e-01,7.67e-01
864,-0.0015960885013626654,-4.836631822311108,-1.128009,-1.646371,6.60e-01,7.67e-01
865,-0.0015946837498636867,-4.832374999586929,-1.128009,-1.646371,6.59e-01,7.67e-01
866,-0.0015932790532011028,-4.828118343033645,-1.128009,-1.646371,6.59e-01,7.66e-01
867,-0.0015918744115164852,-4.823861853080258,-1.128009,-1.646371,6.59e-01,7.66e-01
868,-0.0015904698249705413,-4.819605530213761,-1.128009,-1.646371,6.58e-01,7.66e-01
869,-0.001586256397494897,-4.806837568166355,-1.128009,-1.646371,6.57e-01,7.65e-01
870,-0.0015848520329321137,-4.802581917976102,-1.128009,-1.646371,6.57e-01,7.65e-01
871,-0.0015834477243868968,-4.798326437536051,-1.128009,-1.646371,6.57e-01,7.65e-01
872,-0.0015820434714829347,-4.794071125705863,-1.128009,-1.646371,6.57e-01,7.65e-01
873,-0.0015806392749331095,-4.789815984645786,-1.128009,-1.646371,6.56e-01,7.64e-01
874,-0.0015764270237105195,-4.777051587001575,-1.128009,-1.646371,6.55e-01,7.64e-01
875,-0.0015750230532986177,-4.772797131207932,-1.128009,-1.646371,6.55e-01,7.64e-01
876,-0.0015736191397927907,-4.768542847856941,-1.128009,-1.646371,6.55e-01,7.63e-01
877,-0.001572215283351642,-4.764288737429218,-1.128009,-1.646371,6.54e-01,7.63e-01
878,-0.0015680040579473726,-4.751527448325372,-1.128009,-1.646371,6.54e-01,7.63e-01
879,-0.0015666004313769348,-4.74727403447556,-1.128009,-1.646371,6.53e-01,7.62e-01
880,-0.0015651968624842613,-4.743020795406853,-1.128009,-1.646371,6.53e-01,7.62e-01
881,-0.001563793351658349,-4.738767732298028,-1.128009,-1.646371,6.53e-01,7.62e-01
882,-0.001562389898987302,-4.734514845416067,-1.128009,-1.646371,6.52e-01,7.62e-01
883,-0.001558179891372969,-4.721757246584755,-1.128009,-1.646371,6.51e-01,7.61e-01
884,-0.0015567766728696254,-4.717505069301895,-1.128009,-1.646371,6.51e-01,7.61e-01
885,-0.0015553735130879986,-4.713253069963632,-1.128009,-1.646371,6.51e-01,7.61e-01
886,-0.001553970412777281,-4.709001250840245,-1.128009,-1.646371,6.50e-01,7.60e-01
887,-0.0015525673715425486,-4.7047496107349955,-1.128009,-1.646371,6.50e-01,7.60e-01
888,-0.001548358604948738,-4.691995772571933,-1.128009,-1.646371,6.49e-01,7.60e-01
889,-0.0015469558023424007,-4.687744855583032,-1.128009,-1.646371,6.49e-01,7.59e-01
890,-0.0015455530597932418,-4.683494120585581,-1.128009,-1.646371,6.48e-01,7.59e-01
891,-0.0015441503774704516,-4.679243568092278,-1.128009,-1.646371,6.48e-01,7.59e-01
892,-0.0015399426935038625,-4.666493010617765,-1.128009,-1.646371,6.47e-01,7.58e-01
893,-0.0015385402537330636,-4.662243193130496,-1.128009,-1.646371,6.47e-01,7.58e-01
894,-0.0015371378750151268,-4.657993560651899,-1.128009,-1.646371,6.47e-01,7.58e-01
895,-0.0015357355575131145,-4.653744113676105,-1.128009,-1.646371,6.46e-01,7.58e-01
896,-0.0015343333014170878,-4.649494852779054,-1.128009,-1.646371,6.46e-01,7.57e-01
897,-0.001530126903055307,-4.636748191076689,-1.128009,-1.646371,6.45e-01,7.57e-01
898,-0.0015287248942144722,-4.632499679437794,-1.128009,-1.646371,6.45e-01,7.57e-01
899,-0.0015273229475799336,-4.628251356302829,-1.128009,-1.646371,6.44e-01,7.56e-01
900,-0.001525921063338205,-4.624003222236985,-1.128009,-1.646371,6.44e-01,7.56e-01
901,-0.0015245192415940527,-4.6197552775577355,-1.128009,-1.646371,6.44e-01,7.56e-01
902,-0.0015203141539182573,-4.607012587631083,-1.128009,-1.646371,6.43e-01,7.55e-01
903,-0.001518912584292081,-4.6027654069457,-1.128009,-1.646371,6.42e-01,7.55e-01
904,-0.001517511078152025,-4.5985184186425005,-1.128009,-1.646371,6.42e-01,7.55e-01
905,-0.0015161096356068125,-4.594271623050947,-1.128009,-1.646371,6.42e-01,7.54e-01
906,-0.0015119056915571622,-4.581532398658068,-1.128009,-1.646371,6.41e-01,7.54e-01
907,-0.0015105045052116034,-4.577286379429101,-1.128009,-1.646371,6.40e-01,7.54e-01
908,-0.0015091033834443825,-4.573040555892068,-1.128009,-1.646371,6.40e-01,7.53e-01
909,-0.0015077023263580357,-4.568794928357684,-1.128009,-1.646371,6.40e-01,7.53e-01
910,-0.0015063013341771294,-4.5645494975064524,-1.128009,-1.646371,6.39e-01,7.53e-01
911,-0.0015020987485696703,-4.551814389605061,-1.128009,-1.646371,6.38e-01,7.52e-01
912,-0.0015006980176801364,-4.547569750545868,-1.128009,-1.646371,6.38e-01,7.52e-01
913,-0.0014992973525572598,-4.543325310779575,-1.128009,-1.646371,6.38e-01,7.52e-01
914,-0.001497896753194133,-4.539081070285252,-1.128009,-1.646371,6.37e-01,7.51e-01
915,-0.001493695353588715,-4.526349556329439,-1.128009,-1.646371,6.36e-01,7.51e-01
916,-0.0014922950201847302,-4.52210612177191,-1.128009,-1.646371,6.36e-01,7.51e-01
917,-0.0014908947536237131,-4.5178628897688276,-1.128009,-1.646371,6.36e-01,7.50e-01
918,-0.001489494554174255,-4.513619861134106,-1.128009,-1.646371,6.35e-01,7.50e-01
919,-0.0014880944220193697,-4.5093770364223325,-1.128009,-1.646371,6.35e-01,7.50e-01
920,-0.0014838944310257168,-4.4966497909870204,-1.128009,-1.646371,6.34e-01,7.49e-01
921,-0.0014824945698997181,-4.492407787574903,-1.128009,-1.646371,6.34e-01,7.49e-01
922,-0.001481094776991611,-4.48816599088367,-1.128009,-1.646371,6.33e-01,7.49e-01
923,-0.001479695052464693,-4.483924401408161,-1.128009,-1.646371,6.33e-01,7.48e-01
924,-0.0014782953967125694,-4.4796830203411195,-1.128009,-1.646371,6.32e-01,7.48e-01
925,-0.0014740968426061056,-4.4669601291094105,-1.128009,-1.646371,6.31e-01,7.47e-01
926,-0.0014726974631586235,-4.462719585329162,-1.128009,-1.646371,6.31e-01,7.47e-01
927,-0.0014712981533129119,-4.458479252463369,-1.128009,-1.646371,6.31e-01,7.47e-01
928,-0.0014698989132709583,-4.454239131124116,-1.128009,-1.646371,6.30e-01,7.47e-01
929,-0.0014657016139137662,-4.441520042162928,-1.128009,-1.646371,6.29e-01,7.46e-01
930,-0.0014643026550810619,-4.4372807729729145,-1.128009,-1.646371,6.29e-01,7.46e-01
931,-0.0014629037670337874,-4.433041718284204,-1.128009,-1.646371,6.29e-01,7.46e-01
932,-0.0014615049499940764,-4.428802878769929,-1.128009,-1.646371,6.28e-01,7.45e-01
933,-0.0014601062041613472,-4.424564255034386,-1.128009,-1.646371,6.28e-01,7.45e-01
934,-0.0014559103960043588,-4.411849684861694,-1.128009,-1.646371,6.27e-01,7.44e-01
935,-0.0014545119370579804,-4.407611930478729,-1.128009,-1.646371,6.26e-01,7.44e-01
936,-0.0014531135504077806,-4.403374395175093,-1.128009,-1.646371,6.26e-01,7.44e-01
937,-0.0014517152361481931,-4.399137079236949,-1.128009,-1.646371,6.26e-01,7.44e-01
938,-0.0014475207302215181,-4.386426455216721,-1.128009,-1.646371,6.25e-01,7.43e-01
939,-0.0014461227078836317,-4.382190023889793,-1.128009,-1.646371,6.24e-01,7.43e-01
940,-0.0014447247589929643,-4.377953815130195,-1.128009,-1.646371,6.24e-01,7.42e-01
941,-0.0014433268839189792,-4.373717830057513,-1.128009,-1.646371,6.24e-01,7.42e-01
942,-0.0014419290827365767,-4.3694820688987175,-1.128009,-1.646371,6.23e-01,7.42e-01
943,-0.0014377361249101148,-4.356776136091257,-1.128009,-1.646371,6.22e-01,7.41e-01
944,-0.0014363386215108,-4.352541277305455,-1.128009,-1.646371,6.22e-01,7.41e-01
945,-0.0014349411933207864,-4.348306646426625,-1.128009,-1.646371,6.21e-01,7.41e-01
946,-0.001433543840259925,-4.344072243211894,-1.128009,-1.646371,6.21e-01,7.40e-01
947,-0.0014293522346908204,-4.331370408154001,-1.128009,-1.646371,6.20e-01,7.40e-01
948,-0.0014279551847722683,-4.327136923552328,-1.128009,-1.646371,6.20e-01,7.39e-01
949,-0.001426558211081277,-4.322903669943264,-1.128009,-1.646371,6.19e-01,7.39e-01
950,-0.001425161314176983,-4.31867064902116,-1.128009,-1.646371,6.19e-01,7.39e-01
951,-0.0014237644939627267,-4.314437860493111,-1.128009,-1.646371,6.18e-01,7.39e-01
952,-0.0014195744963055373,-4.301740897895567,-1.128009,-1.646371,6.17e-01,7.38e-01
953,-0.0014181779854684257,-4.297509046874017,-1.128009,-1.646371,6.17e-01,7.38e-01
954,-0.0014167815526709116,-4.293277432336096,-1.128009,-1.646371,6.17e-01,7.37e-01
955,-0.0014153851979561679,-4.28904605441263,-1.128009,-1.646371,6.16e-01,7.37e-01
956,-0.0014111966051193112,-4.276353348846397,-1.128009,-1.646371,6.15e-01,7.36e-01
957,-0.0014098005653783862,-4.272122925389049,-1.128009,-1.646371,6.15e-01,7.36e-01
958,-0.0014084046047743858,-4.267892741740563,-1.128009,-1.646371,6.14e-01,7.36e-01
959,-0.0014070087240914408,-4.2636628002770935,-1.128009,-1.646371,6.14e-01,7.35e-01
960,-0.0014056129229975919,-4.259433099992703,-1.128009,-1.646371,6.13e-01,7.35e-01
961,-0.0014014260010027728,-4.2467454575841606,-1.128009,-1.646371,6.12e-01,7.34e-01
962,-0.0014000305215110225,-4.242516731851583,-1.128009,-1.646371,6.12e-01,7.34e-01
963,-0.0013986351230168771,-4.238288251566295,-1.128009,-1.646371,6.12e-01,7.34e-01
964,-0.0013972398057621653,-4.234060017461107,-1.128009,-1.646371,6.11e-01,7.34e-01
965,-0.0013930543438117572,-4.221376799429567,-1.128009,-1.646371,6.10e-01,7.33e-01
966,-0.0013916593539671346,-4.217149557476166,-1.128009,-1.646371,6.10e-01,7.33e-01
967,-0.0013902644465638519,-4.212922565345005,-1.128009,-1.646371,6.09e-01,7.32e-01
968,-0.0013888696218534997,-4.208695823798484,-1.128009,-1.646371,6.09e-01,7.32e-01
969,-0.0013874748801145779,-4.204469333680539,-1.128009,-1.646371,6.08e-01,7.32e-01
970,-0.0013832911551601172,-4.1917913792730825,-1.128009,-1.646371,6.07e-01,7.31e-01
971,-0.0013818967477698984,-4.187565902333025,-1.128009,-1.646371,6.07e-01,7.31e-01
972,-0.0013805024245964943,-4.183340680595437,-1.128009,-1.646371,6.06e-01,7.30e-01
973,-0.0013791081859206768,-4.179115714911142,-1.128009,-1.646371,6.06e-01,7.30e-01
974,-0.0013749259792002636,-4.16644236121292,-1.128009,-1.646371,6.05e-01,7.29e-01
975,-0.0013735320810105262,-4.162218427304625,-1.128009,-1.646371,6.04e-01,7.29e-01
976,-0.0013721382685494357,-4.157994753180108,-1.128009,-1.646371,6.04e-01,7.29e-01
977,-0.0013707445421847148,-4.153771339953681,-1.128009,-1.646371,6.04e-01,7.28e-01
978,-0.0013665638816092488,-4.1411026715431785,-1.128009,-1.646371,6.02e-01,7.28e-01
979,-0.001365170501917571,-4.136880308841125,-1.128009,-1.646371,6.02e-01,7.27e-01
980,-0.0013637772095896061,-4.132658210877595,-1.128009,-1.646371,6.02e-01,7.27e-01
981,-0.0013623840048378657,-4.128436378296563,-1.128009,-1.646371,6.01e-01,7.27e-01
982,-0.001360990888017266,-4.124214812173533,-1.128009,-1.646371,6.01e-01,7.26e-01
983,-0.0013568120674872944,-4.111551719658467,-1.128009,-1.646371,6.00e-01,7.26e-01
984,-0.0013554193050768352,-4.107331227505561,-1.128009,-1.646371,5.99e-01,7.25e-01
985,-0.0013540266315602274,-4.103111004727962,-1.128009,-1.646371,5.99e-01,7.25e-01
986,-0.0013526340477261155,-4.098891053715501,-1.128009,-1.646371,5.98e-01,7.25e-01
987,-0.001348456836122164,-4.0862328367338305,-1.128009,-1.646371,5.97e-01,7.24e-01
